7.725000	 0.000000 	 
7.735016	 34.563640 	 
7.745033	 31.834860 	 
7.755049	 32.124320 	 
7.765066	 32.029790 	 
7.775082	 32.450790 	 
7.785099	 31.601670 	 
7.795115	 31.511010 	 
7.805132	 31.586140 	 
7.815148	 31.228040 	 
7.825165	 31.042860 	 
7.835181	 31.203600 	 
7.845198	 31.159270 	 
7.855214	 31.425530 	 
7.865231	 31.002240 	 
7.875247	 31.235110 	 
7.885264	 30.971680 	 
7.895280	 30.911820 	 
7.905297	 30.690390 	 
7.915313	 30.911430 	 
7.925329	 30.916920 	 
7.935346	 30.508010 	 
7.945362	 30.694130 	 
7.955379	 30.651070 	 
7.965395	 30.383630 	 
7.975412	 30.484350 	 
7.985428	 30.526410 	 
7.995445	 30.549430 	 
8.005461	 30.246420 	 
8.015478	 30.302680 	 
8.025494	 30.261000 	 
8.035511	 30.329900 	 
8.045527	 30.120380 	 
8.055544	 30.356810 	 
8.065560	 30.215640 	 
8.075577	 30.094680 	 
8.085593	 30.123770 	 
8.095610	 30.105740 	 
8.105626	 29.981780 	 
8.115643	 30.108160 	 
8.125659	 29.887740 	 
8.135675	 29.892540 	 
8.145692	 29.977700 	 
8.155708	 29.823030 	 
8.165725	 29.713690 	 
8.175741	 29.842320 	 
8.185758	 29.951760 	 
8.195774	 29.536330 	 
8.205791	 29.915760 	 
8.215807	 29.937380 	 
8.225824	 29.751220 	 
8.235840	 29.755740 	 
8.245857	 29.716000 	 
8.255873	 29.609750 	 
8.265890	 29.460500 	 
8.275906	 29.526830 	 
8.285923	 29.543110 	 
8.295939	 29.457260 	 
8.305956	 29.386140 	 
8.315972	 29.317610 	 
8.325988	 29.303120 	 
8.336005	 29.221200 	 
8.346021	 29.190240 	 
8.356038	 29.199610 	 
8.366054	 29.286360 	 
8.376071	 29.286580 	 
8.386087	 29.227750 	 
8.396104	 29.165790 	 
8.406120	 29.273110 	 
8.416137	 29.156730 	 
8.426153	 29.056890 	 
8.436170	 29.028950 	 
8.446186	 29.116070 	 
8.456203	 29.108130 	 
8.466219	 29.004960 	 
8.476236	 29.078670 	 
8.486252	 28.834570 	 
8.496269	 28.894830 	 
8.506285	 28.877550 	 
8.516301	 28.851670 	 
8.526318	 28.782150 	 
8.536334	 28.758470 	 
8.546351	 28.740070 	 
8.556367	 28.687160 	 
8.566384	 28.806060 	 
8.576400	 28.639150 	 
8.586417	 28.688440 	 
8.596433	 28.711010 	 
8.606450	 28.548220 	 
8.616466	 28.597330 	 
8.626483	 28.538280 	 
8.636499	 28.638860 	 
8.646516	 28.587730 	 
8.656532	 28.496890 	 
8.666549	 28.476450 	 
8.676565	 28.445320 	 
8.686582	 28.402440 	 
8.696598	 28.458130 	 
8.706614	 28.352210 	 
8.716631	 28.367320 	 
8.726647	 28.351310 	 
8.736664	 28.397950 	 
8.746680	 28.285480 	 
8.756697	 28.248970 	 
8.766713	 28.162780 	 
8.776730	 28.200000 	 
8.786746	 28.157420 	 
8.796763	 28.192990 	 
8.806779	 28.096710 	 
8.816796	 28.059940 	 
8.826812	 28.032150 	 
8.836829	 27.978450 	 
8.846845	 27.843680 	 
8.856862	 27.965700 	 
8.866878	 28.077880 	 
8.876895	 28.034540 	 
8.886911	 27.934260 	 
8.896928	 27.959300 	 
8.906944	 27.854270 	 
8.916960	 27.840560 	 
8.926977	 27.840000 	 
8.936993	 27.846350 	 
8.947010	 27.616740 	 
8.957026	 27.732490 	 
8.967043	 27.707760 	 
8.977059	 27.705920 	 
8.987076	 27.620800 	 
8.997092	 27.661110 	 
9.007109	 27.705700 	 
9.017125	 27.703480 	 
9.027142	 27.521860 	 
9.037158	 27.535980 	 
9.047175	 27.532260 	 
9.057191	 27.556800 	 
9.067208	 27.526960 	 
9.077224	 27.438490 	 
9.087241	 27.606950 	 
9.097257	 27.490800 	 
9.107273	 27.517330 	 
9.117290	 27.413300 	 
9.127306	 27.435180 	 
9.137323	 27.286620 	 
9.147339	 27.386600 	 
9.157356	 27.219980 	 
9.167372	 27.365110 	 
9.177389	 27.380890 	 
9.187405	 27.354590 	 
9.197422	 27.259360 	 
9.207438	 27.199030 	 
9.217455	 27.201860 	 
9.227471	 27.196400 	 
9.237488	 27.212410 	 
9.247504	 27.092400 	 
9.257521	 27.065840 	 
9.267537	 27.099530 	 
9.277554	 27.149880 	 
9.287570	 27.043950 	 
9.297586	 27.051790 	 
9.307603	 26.977830 	 
9.317619	 27.037180 	 
9.327636	 26.974200 	 
9.337652	 26.998870 	 
9.347669	 26.916460 	 
9.357685	 27.002070 	 
9.367702	 26.876810 	 
9.377718	 26.844540 	 
9.387735	 26.854720 	 
9.397751	 26.943980 	 
9.407768	 26.790120 	 
9.417784	 26.847460 	 
9.427801	 26.790710 	 
9.437817	 26.856540 	 
9.447834	 26.795000 	 
9.457850	 26.729050 	 
9.467867	 26.635630 	 
9.477883	 26.731150 	 
9.487900	 26.692760 	 
9.497916	 26.720180 	 
9.507932	 26.677820 	 
9.517949	 26.738890 	 
9.527965	 26.666040 	 
9.537982	 26.599150 	 
9.547998	 26.627390 	 
9.558015	 26.610980 	 
9.568031	 26.634900 	 
9.578048	 26.607510 	 
9.588064	 26.584470 	 
9.598081	 26.514180 	 
9.608097	 26.455680 	 
9.618114	 26.586990 	 
9.628130	 26.470460 	 
9.638147	 26.503240 	 
9.648163	 26.438510 	 
9.658180	 26.492070 	 
9.668196	 26.491580 	 
9.678213	 26.361680 	 
9.688229	 26.400730 	 
9.698245	 26.438350 	 
9.708262	 26.340390 	 
9.718278	 26.291160 	 
9.728295	 26.291250 	 
9.738311	 26.262770 	 
9.748328	 26.274450 	 
9.758344	 26.219520 	 
9.768361	 26.178520 	 
9.778377	 26.263710 	 
9.788394	 26.184800 	 
9.798410	 26.231340 	 
9.808427	 26.244260 	 
9.818443	 26.107110 	 
9.828460	 26.183160 	 
9.838476	 26.140210 	 
9.848493	 26.130480 	 
9.858509	 26.174660 	 
9.868526	 26.094710 	 
9.878542	 26.102040 	 
9.888558	 26.056670 	 
9.898575	 26.045100 	 
9.908591	 26.073130 	 
9.918608	 26.183140 	 
9.928624	 26.144120 	 
9.938641	 26.084270 	 
9.948657	 25.977420 	 
9.958674	 26.064080 	 
9.968690	 26.081740 	 
9.978707	 25.988150 	 
9.988723	 26.112420 	 
9.998740	 26.045120 	 
10.008760	 26.023690 	 
10.018770	 26.049920 	 
10.028790	 26.049490 	 
10.038810	 26.064330 	 
10.048820	 26.087060 	 
10.058840	 25.982610 	 
10.068860	 26.083700 	 
10.078870	 26.126990 	 
10.088890	 26.133290 	 
10.098900	 26.113180 	 
10.108920	 26.097490 	 
10.118940	 26.212980 	 
10.128950	 26.223970 	 
10.138970	 26.220880 	 
10.148990	 26.223500 	 
10.159000	 26.288590 	 
10.169020	 26.222100 	 
10.179040	 26.355380 	 
10.189050	 26.343020 	 
10.199070	 26.452100 	 
10.209090	 26.493930 	 
10.219100	 26.531720 	 
10.229120	 26.582960 	 
10.239140	 26.648590 	 
10.249150	 26.768240 	 
10.259170	 26.731850 	 
10.269180	 26.880240 	 
10.279200	 26.986920 	 
10.289220	 27.119950 	 
10.299230	 27.248310 	 
10.309250	 27.327540 	 
10.319270	 27.507570 	 
10.329280	 27.626530 	 
10.339300	 27.861470 	 
10.349320	 28.008570 	 
10.359330	 28.283480 	 
10.369350	 28.410770 	 
10.379370	 28.639230 	 
10.389380	 28.967490 	 
10.399400	 29.240790 	 
10.409420	 29.705380 	 
10.419430	 30.032740 	 
10.429450	 30.495580 	 
10.439460	 30.814480 	 
10.449480	 31.483340 	 
10.459500	 32.059230 	 
10.469510	 32.769020 	 
10.479530	 33.625080 	 
10.489550	 34.501930 	 
10.499560	 35.504840 	 
10.509580	 36.592890 	 
10.519600	 37.993700 	 
10.529610	 39.633400 	 
10.539630	 41.299030 	 
10.549650	 43.261900 	 
10.559660	 45.517700 	 
10.569680	 47.983580 	 
10.579700	 51.134380 	 
10.589710	 54.502540 	 
10.599730	 58.453160 	 
10.609740	 62.877060 	 
10.619760	 68.119230 	 
10.629780	 73.650700 	 
10.639790	 80.295060 	 
10.649810	 87.458270 	 
10.659830	 95.701940 	 
